season,rank,tier,player,team,position,pos_rank,merge_name,gsis_id
2015,1.3,,Andrew Luck,IND,QB,1,andrew luck,00-0029668
2015,2.4,,Aaron Rodgers,GB,QB,2,aaron rodgers,00-0023459
2015,2.4,,Adrian Peterson,MIN,RB,1,adrian peterson,00-0025394
2015,4.0,,Le'Veon Bell,PIT,RB,2,leveon bell,00-0030496
2015,4.6,,Antonio Brown,PIT,WR,1,antonio brown,00-0027793
2015,5.1,,Eddie Lacy,GB,RB,3,eddie lacy,00-0030485
2015,6.8,,Jamaal Charles,KC,RB,4,jamaal charles,00-0026213
2015,7.3,,Russell Wilson,SEA,QB,3,russell wilson,00-0029263
2015,7.4,,Peyton Manning,DEN,QB,4,peyton manning,00-0010346
2015,9.1,,Drew Brees,NO,QB,5,drew brees,00-0020531
2015,9.2,,Marshawn Lynch,SEA,RB,5,marshawn lynch,00-0025399
2015,11.1,,Julio Jones,ATL,WR,2,julio jones,00-0027944
2015,11.6,,Ben Roethlisberger,PIT,QB,6,ben roethlisberger,00-0022924
2015,13.9,,Dez Bryant,DAL,WR,3,dez bryant,00-0027902
2015,14.8,,Demaryius Thomas,DEN,WR,4,demaryius thomas,00-0027874
2015,16.3,,CJ Anderson,DEN,RB,6,cj anderson,00-0029854
2015,16.5,,Matt Ryan,ATL,QB,7,matt ryan,00-0026143
2015,16.9,,Matt Forte,CHI,RB,7,matt forte,00-0026184
2015,19.2,,Calvin Johnson,DET,WR,5,calvin johnson,00-0025389
2015,19.5,,Odell Beckham Jr.,NYG,WR,6,odell beckham,00-0031235
2015,19.9,,Rob Gronkowski,NE,TE,1,rob gronkowski,00-0027656
2015,20.8,,Tony Romo,DAL,QB,8,tony romo,00-0021678
2015,22.6,,Jeremy Hill,CIN,RB,8,jeremy hill,00-0031301
2015,22.8,,DeMarco Murray,PHI,RB,9,demarco murray,00-0028009
2015,25.3,,Randall Cobb,GB,WR,7,randall cobb,00-0028002
2015,25.7,,A.J. Green,CIN,WR,8,aj green,00-0027942
2015,25.7,,Tom Brady,NE,QB,9,tom brady,00-0019596
2015,27.3,,Eli Manning,NYG,QB,10,eli manning,00-0022803
2015,27.6,,LeSean McCoy,BUF,RB,10,lesean mccoy,00-0027029
2015,27.6,,Justin Forsett,BAL,RB,11,justin forsett,00-0026373
2015,29.3,,Ryan Tannehill,MIA,QB,11,ryan tannehill,00-0029701
2015,29.6,,Matthew Stafford,DET,QB,12,matthew stafford,00-0026498
2015,31.2,,T.Y. Hilton,IND,WR,9,ty hilton,00-0029608
2015,31.7,,Alshon Jeffery,CHI,WR,10,alshon jeffery,00-0029137
2015,34.5,,Frank Gore,IND,RB,12,frank gore,00-0023500
2015,34.9,,Lamar Miller,MIA,RB,13,lamar miller,00-0029615
2015,35.7,,Brandin Cooks,NO,WR,11,brandin cooks,00-0031236
2015,36.0,,Philip Rivers,LAC,QB,13,philip rivers,00-0022942
2015,37.4,,Jimmy Graham,SEA,TE,2,jimmy graham,00-0027696
2015,39.3,,Cam Newton,CAR,QB,14,cam newton,00-0027939
2015,40.6,,Mike Evans,TB,WR,12,mike evans,00-0031408
2015,40.7,,Sam Bradford,PHI,QB,15,sam bradford,00-0027854
2015,43.1,,Jordan Matthews,PHI,WR,13,jordan matthews,00-0031299
2015,43.3,,Alfred Morris,WAS,RB,14,alfred morris,00-0029141
2015,44.8,,Emmanuel Sanders,DEN,WR,14,emmanuel sanders,00-0027685
2015,46.4,,Mark Ingram II,NO,RB,15,mark ingram,00-0027966
2015,46.6,,Teddy Bridgewater,MIN,QB,16,teddy bridgewater,00-0031237
2015,46.7,,DeAndre Hopkins,HOU,WR,15,deandre hopkins,00-0030564
2015,47.1,,Latavius Murray,LV,RB,16,latavius murray,00-0030513
2015,48.0,,Melvin Gordon III,LAC,RB,17,melvin gordon,00-0032144
2015,50.2,,Andre Johnson,IND,WR,16,andre johnson,00-0022044
2015,50.3,,Carson Palmer,ARI,QB,17,carson palmer,00-0021429
2015,51.0,,Joseph Randle,DAL,RB,18,joseph randle,00-0030388
2015,52.0,,Carlos Hyde,SF,RB,19,carlos hyde,00-0031045
2015,52.5,,Joe Flacco,BAL,QB,18,joe flacco,00-0026158
2015,53.6,,Jonathan Stewart,CAR,RB,20,jonathan stewart,00-0026153
2015,53.8,,Julian Edelman,NE,WR,17,julian edelman,00-0027150
2015,55.0,,Golden Tate,DET,WR,18,golden tate,00-0027891
2015,55.5,,Andre Ellington,ARI,RB,21,andre ellington,00-0030287
2015,56.0,,Colin Kaepernick,SF,QB,19,colin kaepernick,00-0027974
2015,58.1,,Keenan Allen,LAC,WR,19,keenan allen,00-0030279
2015,58.4,,Amari Cooper,LV,WR,20,amari cooper,00-0031544
2015,61.0,,Arian Foster,HOU,RB,22,arian foster,00-0026796
2015,61.9,,Ameer Abdullah,DET,RB,23,ameer abdullah,00-0032104
2015,62.9,,Travis Kelce,KC,TE,3,travis kelce,00-0030506
2015,64.4,,Martavis Bryant,PIT,WR,21,martavis bryant,00-0031373
2015,65.9,,Jay Cutler,CHI,QB,20,jay cutler,00-0024226
2015,66.5,,Greg Olsen,CAR,TE,4,greg olsen,00-0025418
2015,66.6,,Jarvis Landry,MIA,WR,22,jarvis landry,00-0031382
2015,67.6,,Brandon Marshall,NYJ,WR,23,brandon marshall,00-0024334
2015,68.2,,Todd Gurley II,LAR,RB,24,todd gurley,00-0032241
2015,70.0,,Andy Dalton,CIN,QB,21,andy dalton,00-0027973
2015,70.3,,Jeremy Maclin,KC,WR,24,jeremy maclin,00-0026995
2015,70.3,,CJ Spiller,NO,RB,25,cj spiller,00-0027861
2015,70.5,,Doug Martin,TB,RB,26,doug martin,00-0029613
2015,73.7,,Sammy Watkins,BUF,WR,25,sammy watkins,00-0031325
2015,75.4,,T.J. Yeldon,JAX,RB,27,tj yeldon,00-0032209
2015,76.4,,Martellus Bennett,CHI,TE,5,martellus bennett,00-0026201
2015,76.5,,Chris Ivory,NYJ,RB,28,chris ivory,00-0027531
2015,76.7,,Davante Adams,GB,WR,26,davante adams,00-0031381
2015,77.9,,LeGarrette Blount,NE,RB,29,legarrette blount,00-0027325
2015,78.7,,Rashad Jennings,NYG,RB,30,rashad jennings,00-0027155
2015,78.9,,Victor Cruz,NYG,WR,27,victor cruz,00-0027265
2015,81.2,,DeSean Jackson,WAS,WR,28,desean jackson,00-0026189
2015,81.8,,Derek Carr,LV,QB,22,derek carr,00-0031280
2015,84.3,,Allen Robinson II,JAX,WR,29,allen robinson,00-0031428
2015,86.7,,Vincent Jackson,TB,WR,30,vincent jackson,00-0023496
2015,87.9,,Alex Smith,KC,QB,23,alex smith,00-0023436
2015,88.5,,Nelson Agholor,PHI,WR,31,nelson agholor,00-0031549
2015,88.7,,Jordan Cameron,MIA,TE,6,jordan cameron,00-0028040
2015,91.0,,Jason Witten,DAL,TE,7,jason witten,00-0022127
2015,91.3,,Charles Johnson,MIN,WR,32,charles johnson,00-0030113
2015,92.8,,Joique Bell,DET,RB,31,joique bell,00-0027218
2015,94.0,,Giovani Bernard,CIN,RB,32,giovani bernard,00-0030456
2015,95.0,,Marcus Mariota,TEN,QB,24,marcus mariota,00-0032268
2015,95.3,,Ryan Mathews,PHI,RB,33,ryan mathews,00-0027864
2015,95.6,,Alfred Blue,HOU,RB,34,alfred blue,00-0031075
2015,95.7,,Jameis Winston,TB,QB,25,jameis winston,00-0031503
2015,96.1,,Mike Wallace,MIN,WR,33,mike wallace,00-0026901
2015,96.9,,Tevin Coleman,ATL,RB,35,tevin coleman,00-0032058
2015,97.6,,Steve Smith,BAL,WR,34,steve smith,00-0020337
2015,99.0,,Shane Vereen,NYG,RB,36,shane vereen,00-0027994
2015,100.6,,Nick Foles,LAR,QB,26,nick foles,00-0029567
2015,101.4,,John Brown,ARI,WR,35,john brown,00-0031051
2015,103.1,,Isaiah Crowell,CLE,RB,37,isaiah crowell,00-0030656
2015,104.3,,Tre Mason,LAR,RB,38,tre mason,00-0031391
2015,104.7,,Julius Thomas,JAX,TE,8,julius thomas,00-0028067
2015,106.0,,Roddy White,ATL,WR,36,roddy white,00-0023462
2015,107.1,,Danny Woodhead,LAC,RB,39,danny woodhead,00-0026019
2015,108.0,,Larry Fitzgerald,ARI,WR,37,larry fitzgerald,00-0022921
2015,109.2,,Blake Bortles,JAX,QB,27,blake bortles,00-0031407
2015,110.2,,Duke Johnson,CLE,RB,40,duke johnson,00-0032257
2015,111.5,,Bishop Sankey,TEN,RB,41,bishop sankey,00-0031413
2015,113.2,,Owen Daniels,DEN,TE,9,owen daniels,00-0024313
2015,115.0,,Zach Ertz,PHI,TE,10,zach ertz,00-0030061
2015,115.5,,Darren McFadden,DAL,RB,42,darren mcfadden,00-0026144
2015,115.6,,Brandon LaFell,NE,WR,38,brandon lafell,00-0027681
2015,115.6,,Devonta Freeman,ATL,RB,43,devonta freeman,00-0031285
2015,116.7,,Pierre Garcon,WAS,WR,39,pierre garcon,00-0026345
2015,118.4,,Anquan Boldin,SF,WR,40,anquan boldin,00-0022084
2015,118.9,,Eddie Royal,CHI,WR,41,eddie royal,00-0026182
2015,119.8,,Torrey Smith,SF,WR,42,torrey smith,00-0027996
2015,120.6,,Marques Colston,NO,WR,43,marques colston,00-0024466
2015,120.7,,Ryan Fitzpatrick,NYJ,QB,28,ryan fitzpatrick,00-0023682
2015,122.6,,David Cobb,TEN,RB,44,david cobb,00-0032133
2015,124.6,,Devin Funchess,CAR,WR,44,devin funchess,00-0032055
2015,125.6,,Tyrod Taylor,BUF,QB,29,tyrod taylor,00-0028118
2015,126.3,,Darren Sproles,PHI,RB,45,darren sproles,00-0023564
2015,126.9,,Dwayne Allen,IND,TE,11,dwayne allen,00-0029689
2015,129.4,,Cody Latimer,DEN,WR,45,cody latimer,00-0031344
2015,130.5,,Breshad Perriman,BAL,WR,47,breshad perriman,00-0032054
2015,130.5,,Michael Floyd,ARI,WR,46,michael floyd,00-0029638
2015,131.6,,Delanie Walker,TEN,TE,12,delanie walker,00-0024389
2015,133.5,,Terrance Williams,DAL,WR,48,terrance williams,00-0030542
2015,135.9,,Brian Hoyer,HOU,QB,30,brian hoyer,00-0026625
2015,136.0,,DeAngelo Williams,PIT,RB,46,deangelo williams,00-0024242
2015,137.7,,Knile Davis,KC,RB,47,knile davis,00-0030280
2015,138.1,,Reggie Bush,SF,RB,48,reggie bush,00-0024217
2015,138.1,,Eric Decker,NYJ,WR,49,eric decker,00-0027690
2015,141.8,,Antonio Gates,LAC,TE,13,antonio gates,00-0021547
2015,142.6,,Steve Johnson,LAC,WR,50,steve johnson,00-0026364
2015,143.1,,Markus Wheaton,PIT,WR,51,markus wheaton,00-0030460
2015,144.8,,David Johnson,ARI,RB,49,david johnson,00-0032187
2015,146.3,,Kyle Rudolph,MIN,TE,14,kyle rudolph,00-0027981
2015,147.2,,Tyler Eifert,CIN,TE,15,tyler eifert,00-0030549
2015,148.1,,DeVante Parker,MIA,WR,52,devante parker,00-0031547
2015,149.3,,Montee Ball,DEN,RB,50,montee ball,00-0030522
2015,150.9,,Vernon Davis,SF,TE,16,vernon davis,00-0024221
2015,151.3,,Brian Quick,LAR,WR,53,brian quick,00-0029640
2015,151.4,,Kirk Cousins,WAS,QB,31,kirk cousins,00-0029604
2015,151.7,,Jonas Gray,NE,RB,51,jonas gray,00-0029104
2015,153.5,,Ronnie Hillman,DEN,RB,52,ronnie hillman,00-0029683
2015,153.7,,Charles Sims,TB,RB,53,charles sims,00-0031390
2015,153.7,,Mark Sanchez,PHI,QB,32,mark sanchez,00-0026898
2015,153.8,,Denard Robinson,JAX,RB,54,denard robinson,00-0030547
2015,154.4,,Josh McCown,CLE,QB,33,josh mccown,00-0021206
2015,154.7,,Kendall Wright,TEN,WR,54,kendall wright,00-0029708
2015,154.9,,Matt Jones,WAS,RB,55,matt jones,00-0031939
2015,157.6,,Andre Williams,NYG,RB,56,andre williams,00-0031055
2015,162.0,,Kenny Stills,MIA,WR,55,kenny stills,00-0030085
2015,162.8,,Cameron Artis-Payne,CAR,RB,57,cameron artis-payne,00-0031599
2015,163.0,,Tyler Lockett,SEA,WR,56,tyler lockett,00-0032211
2015,164.2,,Brandon Coleman,NO,WR,57,brandon coleman,00-0030801
2015,164.3,,Michael Crabtree,LV,WR,58,michael crabtree,00-0026986
2015,164.8,,Josh Hill,NO,TE,17,josh hill,00-0030216
2015,164.8,,Dorial Green-Beckham,TEN,WR,59,dorial green-beckham,00-0032218
2015,165.8,,Marvin Jones Jr.,CIN,WR,60,marvin jones,00-0029293
2015,166.1,,Percy Harvin,BUF,WR,61,percy harvin,00-0026998
2015,167.6,,Roy Helu,LV,RB,58,roy helu,00-0028043
2017,1.3,,David Johnson,ARI,RB,1,david johnson,00-0032187
2017,2.4,,Le'Veon Bell,PIT,RB,2,leveon bell,00-0030496
2017,3.1,,Aaron Rodgers,GB,QB,1,aaron rodgers,00-0023459
2017,4.0,,Antonio Brown,PIT,WR,1,antonio brown,00-0027793
2017,5.0,,Tom Brady,NE,QB,2,tom brady,00-0019596
2017,6.0,,Julio Jones,ATL,WR,2,julio jones,00-0027944
2017,7.4,,LeSean McCoy,BUF,RB,3,lesean mccoy,00-0027029
2017,7.7,,Drew Brees,NO,QB,3,drew brees,00-0020531
2017,8.3,,Odell Beckham Jr.,NYG,WR,3,odell beckham,00-0031235
2017,9.9,,Mike Evans,TB,WR,4,mike evans,00-0031408
2017,10.9,,Melvin Gordon III,LAC,RB,4,melvin gordon,00-0032144
2017,12.2,,A.J. Green,CIN,WR,5,aj green,00-0027942
2017,12.3,,Devonta Freeman,ATL,RB,5,devonta freeman,00-0031285
2017,14.0,,Jordy Nelson,GB,WR,6,jordy nelson,00-0026176
2017,14.4,,Matt Ryan,ATL,QB,4,matt ryan,00-0026143
2017,16.0,,Jay Ajayi,MIA,RB,6,jay ajayi,00-0031590
2017,17.0,,Russell Wilson,SEA,QB,5,russell wilson,00-0029263
2017,17.8,,Michael Thomas,NO,WR,7,michael thomas,00-0032765
2017,17.9,,DeMarco Murray,TEN,RB,7,demarco murray,00-0028009
2017,18.1,,Ezekiel Elliott,DAL,RB,8,ezekiel elliott,00-0033045
2017,19.9,,Jordan Howard,CHI,RB,9,jordan howard,00-0032780
2017,22.2,,Rob Gronkowski,NE,TE,1,rob gronkowski,00-0027656
2017,22.6,,Todd Gurley II,LAR,RB,10,todd gurley,00-0032241
2017,23.0,,Dez Bryant,DAL,WR,8,dez bryant,00-0027902
2017,24.1,,Derek Carr,LV,QB,6,derek carr,00-0031280
2017,24.3,,Amari Cooper,LV,WR,9,amari cooper,00-0031544
2017,27.1,,Kirk Cousins,WAS,QB,7,kirk cousins,00-0029604
2017,27.5,,Marcus Mariota,TEN,QB,8,marcus mariota,00-0032268
2017,28.6,,Leonard Fournette,JAX,RB,11,leonard fournette,00-0033856
2017,28.7,,Brandin Cooks,NE,WR,10,brandin cooks,00-0031236
2017,28.9,,Doug Baldwin,SEA,WR,11,doug baldwin,00-0028434
2017,29.6,,Andrew Luck,IND,QB,9,andrew luck,00-0029668
2017,31.6,,Cam Newton,CAR,QB,10,cam newton,00-0027939
2017,31.6,,Christian McCaffrey,CAR,RB,12,christian mccaffrey,00-0033280
2017,33.2,,T.Y. Hilton,IND,WR,12,ty hilton,00-0029608
2017,33.8,,Jameis Winston,TB,QB,11,jameis winston,00-0031503
2017,36.2,,Isaiah Crowell,CLE,RB,13,isaiah crowell,00-0030656
2017,36.8,,Lamar Miller,HOU,RB,14,lamar miller,00-0029615
2017,37.7,,Ben Roethlisberger,PIT,QB,12,ben roethlisberger,00-0022924
2017,38.0,,Keenan Allen,LAC,WR,13,keenan allen,00-0030279
2017,39.4,,Dalvin Cook,MIN,RB,15,dalvin cook,00-0033893
2017,40.2,,Terrelle Pryor,WAS,WR,14,terrelle pryor,00-0028825
2017,42.2,,Matthew Stafford,DET,QB,13,matthew stafford,00-0026498
2017,42.5,,DeAndre Hopkins,HOU,WR,15,deandre hopkins,00-0030564
2017,43.7,,Philip Rivers,LAC,QB,14,philip rivers,00-0022942
2017,43.9,,Marshawn Lynch,LV,RB,16,marshawn lynch,00-0025399
2017,44.8,,Dak Prescott,DAL,QB,15,dak prescott,00-0033077
2017,44.9,,Travis Kelce,KC,TE,2,travis kelce,00-0030506
2017,45.0,,Demaryius Thomas,DEN,WR,16,demaryius thomas,00-0027874
2017,47.4,,Carlos Hyde,SF,RB,17,carlos hyde,00-0031045
2017,48.6,,Alshon Jeffery,PHI,WR,17,alshon jeffery,00-0029137
2017,51.1,,Ty Montgomery II,GB,RB,18,ty montgomery,00-0032200
2017,52.6,,Davante Adams,GB,WR,18,davante adams,00-0031381
2017,54.1,,Tyreek Hill,KC,WR,19,tyreek hill,00-0033040
2017,54.2,,Andy Dalton,CIN,QB,16,andy dalton,00-0027973
2017,55.7,,Eli Manning,NYG,QB,17,eli manning,00-0022803
2017,56.9,,Michael Crabtree,LV,WR,20,michael crabtree,00-0026986
2017,57.1,,Jordan Reed,WAS,TE,3,jordan reed,00-0030472
2017,57.6,,CJ Anderson,DEN,RB,19,cj anderson,00-0029854
2017,59.8,,Martavis Bryant,PIT,WR,21,martavis bryant,00-0031373
2017,60.9,,Greg Olsen,CAR,TE,4,greg olsen,00-0025418
2017,61.2,,Joe Mixon,CIN,RB,20,joe mixon,00-0033897
2017,61.3,,Kelvin Benjamin,CAR,WR,22,kelvin benjamin,00-0031359
2017,62.0,,Carson Wentz,PHI,QB,18,carson wentz,00-0032950
2017,62.1,,Doug Martin,TB,RB,21,doug martin,00-0029613
2017,64.6,,Spencer Ware,KC,RB,22,spencer ware,00-0030414
2017,65.7,,Jimmy Graham,SEA,TE,5,jimmy graham,00-0027696
2017,65.9,,Allen Robinson II,JAX,WR,23,allen robinson,00-0031428
2017,67.2,,Kareem Hunt,KC,RB,23,kareem hunt,00-0033923
2017,68.9,,Larry Fitzgerald,ARI,WR,24,larry fitzgerald,00-0022921
2017,70.0,,Carson Palmer,ARI,QB,19,carson palmer,00-0021429
2017,70.4,,Mark Ingram II,NO,RB,24,mark ingram,00-0027966
2017,70.9,,Jarvis Landry,MIA,WR,25,jarvis landry,00-0031382
2017,71.8,,Tyrod Taylor,BUF,QB,20,tyrod taylor,00-0028118
2017,72.2,,Bilal Powell,NYJ,RB,25,bilal powell,00-0028064
2017,74.6,,Adrian Peterson,NO,RB,26,adrian peterson,00-0025394
2017,75.4,,Golden Tate,DET,WR,26,golden tate,00-0027891
2017,75.9,,Sammy Watkins,LAR,WR,27,sammy watkins,00-0031325
2017,75.9,,Ameer Abdullah,DET,RB,27,ameer abdullah,00-0032104
2017,76.0,,Tyler Eifert,CIN,TE,6,tyler eifert,00-0030549
2017,77.9,,Danny Woodhead,BAL,RB,28,danny woodhead,00-0026019
2017,78.7,,Julian Edelman,NE,WR,28,julian edelman,00-0027150
2017,81.2,,Jamison Crowder,WAS,WR,29,jamison crowder,00-0031941
2017,81.8,,Mike Gillislee,NE,RB,29,mike gillislee,00-0030433
2017,81.8,,LeGarrette Blount,PHI,RB,30,legarrette blount,00-0027325
2017,82.0,,Brandon Marshall,NYG,WR,30,brandon marshall,00-0024334
2017,82.0,,Stefon Diggs,MIN,WR,31,stefon diggs,00-0031588
2017,85.1,,DeVante Parker,MIA,WR,32,devante parker,00-0031547
2017,87.2,,Tevin Coleman,ATL,RB,31,tevin coleman,00-0032058
2017,87.6,,Joe Flacco,BAL,QB,21,joe flacco,00-0026158
2017,88.1,,Delanie Walker,TEN,TE,7,delanie walker,00-0024389
2017,88.6,,Willie Snead IV,NO,WR,33,willie snead,00-0030663
2017,89.1,,Sam Bradford,MIN,QB,22,sam bradford,00-0027854
2017,92.6,,Kyle Rudolph,MIN,TE,8,kyle rudolph,00-0027981
2017,92.7,,Derrick Henry,TEN,RB,33,derrick henry,00-0032764
2017,92.7,,Rob Kelley,WAS,RB,32,rob kelley,00-0032371
2017,92.8,,Jay Cutler,MIA,QB,23,jay cutler,00-0024226
2017,92.8,,Emmanuel Sanders,DEN,WR,34,emmanuel sanders,00-0027685
2017,93.4,,Frank Gore,IND,RB,34,frank gore,00-0023500
2017,93.7,,Darren McFadden,DAL,RB,35,darren mcfadden,00-0026144
2017,98.0,,Colin Kaepernick,SF,QB,24,colin kaepernick,00-0027974
2017,98.4,,Paul Perkins,NYG,RB,36,paul perkins,00-0032417
2017,99.8,,DeSean Jackson,TB,WR,35,desean jackson,00-0026189
2017,100.9,,Eddie Lacy,SEA,RB,37,eddie lacy,00-0030485
2017,101.5,,Eric Decker,TEN,WR,36,eric decker,00-0027690
2017,101.8,,James Conner,PIT,RB,38,james conner,00-0033553
2017,102.0,,Pierre Garcon,SF,WR,37,pierre garcon,00-0026345
2017,102.2,,Donte Moncrief,IND,WR,38,donte moncrief,00-0031339
2017,102.4,,Alex Smith,KC,QB,25,alex smith,00-0023436
2017,104.1,,Martellus Bennett,GB,TE,9,martellus bennett,00-0026201
2017,104.8,,Randall Cobb,GB,WR,39,randall cobb,00-0028002
2017,105.6,,Danny Amendola,NE,WR,40,danny amendola,00-0026035
2017,107.0,,Terrance West,BAL,RB,39,terrance west,00-0031375
2017,107.0,,Zach Ertz,PHI,TE,10,zach ertz,00-0030061
2017,107.2,,Blake Bortles,JAX,QB,26,blake bortles,00-0031407
2017,108.9,,Dion Lewis,NE,RB,40,dion lewis,00-0028087
2017,108.9,,Jeremy Maclin,BAL,WR,41,jeremy maclin,00-0026995
2017,110.2,,Thomas Rawls,SEA,RB,41,thomas rawls,00-0031897
2017,112.2,,Brian Hoyer,SF,QB,27,brian hoyer,00-0026625
2017,114.6,,Tyrell Williams,LAC,WR,42,tyrell williams,00-0032160
2017,115.0,,Corey Davis,TEN,WR,43,corey davis,00-0033871
2017,115.2,,Theo Riddick,DET,RB,42,theo riddick,00-0030107
2017,115.6,,Deshaun Watson,HOU,QB,28,deshaun watson,00-0033537
2017,117.5,,John Ross,CIN,WR,44,john ross,00-0033460
2017,117.6,,Hunter Henry,LAC,TE,11,hunter henry,00-0033090
2017,117.9,,Cameron Meredith,CHI,WR,45,cameron meredith,00-0031912
2017,118.5,,Coby Fleener,NO,TE,12,coby fleener,00-0029697
2017,119.7,,Corey Coleman,CLE,WR,46,corey coleman,00-0032966
2017,119.9,,Chris Hogan,NE,WR,47,chris hogan,00-0028237
2017,122.9,,Jared Goff,LAR,QB,29,jared goff,00-0033106
2017,123.3,,Jacquizz Rodgers,TB,RB,43,jacquizz rodgers,00-0028083
2017,123.4,,Julius Thomas,MIA,TE,13,julius thomas,00-0028067
2017,123.5,,Jared Cook,LV,TE,14,jared cook,00-0027061
2017,123.9,,Rishard Matthews,TEN,WR,48,rishard matthews,00-0029580
2017,124.2,,O.J. Howard,TB,TE,15,oj howard,00-0033879
2017,124.3,,John Brown,ARI,WR,49,john brown,00-0031051
2017,124.7,,Jamaal Charles,DEN,RB,44,jamaal charles,00-0026213
2017,125.3,,Duke Johnson,CLE,RB,45,duke johnson,00-0032257
